A1,A2,A3,A4,A5,heat,time,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,20.12,20.7,19.73,0,11360,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.63,20.12,20.51,19.53,0,11401,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,20.21,20.41,19.53,0,11441,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.34,20.31,20.41,19.73,0,11482,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.53,20.12,20.31,19.73,0,11523,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,20.21,20.31,19.73,0,11563,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.63,20.31,20.51,19.73,0,11603,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,20.21,20.41,19.73,0,11643,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.63,20.12,20.61,19.63,0,11684,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,20.21,20.51,19.63,0,11725,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,20.21,20.61,19.63,0,11765,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.73,20.21,20.41,19.73,0,11806,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.92,20.61,19.63,0,11846,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,20.02,20.41,19.53,0,11887,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,20.02,20.41,19.73,0,11928,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,20.21,20.51,19.73,0,11968,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,20.61,19.73,0,12009,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,20.12,20.61,19.63,0,12049,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,20.21,20.51,19.73,0,12090,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,20.21,20.31,19.63,0,12131,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,20.12,20.7,19.73,0,12171,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.34,20.21,20.41,19.82,0,12212,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,20.21,20.41,19.73,0,12253,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,20.12,20.51,19.73,0,12293,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.63,20.02,20.51,19.53,0,12334,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.63,20.02,20.8,19.63,0,12374,,,,,,,,
,,,,,,,,,,,,,,
20.31,19.82,20.21,20.21,18.36,1,12414,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,19.92,17.97,1,12455,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,20.02,18.36,1,12495,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,20.12,18.36,1,12536,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,17.97,1,12576,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.92,19.82,18.16,1,12617,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.53,20.02,20.02,18.26,1,12658,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.34,20.02,19.92,18.46,1,12698,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.92,19.82,18.26,1,12739,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.92,19.82,18.26,1,12779,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.92,18.26,1,12820,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.07,1,12861,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,19.82,19.92,18.16,1,12901,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.92,19.92,18.36,1,12942,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,20.02,19.82,18.26,1,12982,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,19.82,17.97,1,13023,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.16,1,13064,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.07,1,13104,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.73,18.16,1,13145,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.92,19.82,17.77,1,13186,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.43,19.82,19.92,18.26,1,13225,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,19.82,18.55,1,13266,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,20.02,20.02,18.55,1,13306,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,20.02,18.26,1,13347,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.92,20.02,18.26,1,13388,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.92,19.92,18.26,1,13428,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,19.82,18.07,1,13469,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.92,19.92,18.16,1,13509,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.07,1,13550,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.92,18.16,1,13591,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.92,19.92,18.65,1,13631,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.82,17.97,1,13672,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,17.87,1,13712,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,20.02,18.46,1,13753,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.92,18.55,1,13794,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,19.82,18.07,1,13834,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,17.77,1,13875,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.92,19.73,18.16,1,13916,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.92,19.92,18.36,1,13956,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,20.02,18.07,1,13997,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.36,1,14036,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,20.02,17.97,1,14077,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.53,19.92,19.92,18.55,1,14118,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.92,19.92,18.16,1,14158,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,17.97,1,14199,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,19.82,18.07,1,14239,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,19.73,18.26,1,14280,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,20.02,20.02,18.36,1,14321,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,19.92,18.26,1,14361,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.82,17.97,1,14402,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,20.02,18.36,1,14442,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,19.92,18.55,1,14483,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,20.02,20.02,18.46,1,14524,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,20.02,18.36,1,14564,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.43,19.92,19.92,18.46,1,14605,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.12,18.36,1,14645,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,20.02,18.36,1,14686,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,19.73,18.36,1,14727,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,19.92,18.07,1,14767,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.73,19.82,18.07,1,14808,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.82,19.82,19.92,18.26,1,14849,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,19.82,17.97,1,14888,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.36,1,14929,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.63,19.82,19.82,18.55,1,14969,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,20.12,18.46,1,15010,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,19.92,18.16,1,15051,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.46,1,15091,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.82,18.07,1,15132,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.73,17.87,1,15172,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.92,17.87,1,15213,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.36,1,15254,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,20.02,19.73,18.16,1,15294,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.16,1,15335,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,20.02,18.07,1,15375,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,19.92,18.36,1,15416,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.82,18.07,1,15457,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.16,1,15497,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.82,18.36,1,15538,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.73,18.26,1,15578,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.82,18.07,1,15619,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.63,19.82,19.73,17.87,1,15660,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,19.82,18.26,1,15699,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.82,19.92,18.36,1,15740,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,19.82,18.36,1,15781,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,19.92,18.16,1,15821,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,20.02,18.26,1,15862,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.26,1,15902,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,19.82,18.36,1,15943,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.82,18.07,1,15984,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.43,19.82,19.73,17.97,1,16024,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,19.82,17.97,1,16065,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.46,1,16105,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.82,17.97,1,16146,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,20.02,18.46,1,16187,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,19.73,18.55,1,16227,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,20.02,18.36,1,16268,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.43,19.82,19.82,18.07,1,16308,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.82,18.16,1,16349,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.34,19.92,19.82,18.26,1,16390,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,19.92,18.36,1,16430,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.26,1,16471,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.82,18.07,1,16512,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,19.92,18.26,1,16551,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,19.92,19.73,18.65,1,16592,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.82,19.73,19.92,18.26,1,16632,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.46,1,16673,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.12,18.26,1,16714,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.92,18.36,1,16754,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.82,18.36,1,16795,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.02,18.26,1,16835,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.02,18.46,1,16876,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.92,19.92,18.46,1,16917,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.73,18.46,1,16957,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.92,18.36,1,16998,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.73,17.87,1,17038,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,17.77,1,17079,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.16,1,17120,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.02,18.46,1,17160,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.92,18.46,1,17201,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.82,18.16,1,17241,,,,,,,,
,,,,,,,,,,,,,,
20.21,19.43,19.82,19.73,17.87,1,17282,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.92,18.16,1,17323,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.82,18.07,1,17362,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.46,1,17403,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.92,18.26,1,17444,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,19.92,18.26,1,17484,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.73,19.92,18.46,1,17525,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.63,19.82,20.02,18.26,1,17565,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.73,18.26,1,17606,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.92,19.82,18.46,1,17647,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.63,19.73,18.26,1,17687,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.26,1,17728,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.63,18.16,1,17768,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,18.07,1,17809,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.43,19.82,20.02,18.36,1,17850,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.73,19.82,19.82,18.26,1,17890,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,19.82,19.82,18.46,1,17931,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.92,20.02,18.46,1,17971,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.73,18.36,1,18012,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.26,1,18053,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,19.92,18.26,1,18093,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.65,1,18134,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.82,19.82,18.36,1,18173,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.92,19.73,18.16,1,18214,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.73,19.82,19.92,18.65,1,18255,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,18.36,1,18295,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,19.82,20.02,18.85,1,18336,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.82,17.97,1,18377,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.55,1,18417,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.92,18.46,1,18458,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.26,1,18498,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,20.02,18.36,1,18539,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.02,18.55,1,18580,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,18.36,1,18620,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.92,18.16,1,18661,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.82,18.26,1,18701,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,19.92,18.16,1,18742,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.82,18.07,1,18783,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,19.92,18.46,1,18823,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.73,18.36,1,18864,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,18.26,1,18904,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.26,1,18945,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.92,20.02,18.46,1,18985,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.82,18.65,1,19025,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.73,19.82,18.16,1,19066,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.73,19.73,20.12,18.55,1,19107,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.82,18.36,1,19147,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.55,1,19188,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.82,18.36,1,19228,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.73,18.26,1,19269,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,20.02,18.16,1,19310,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,19.82,19.92,18.46,1,19350,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,19.92,18.46,1,19391,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.82,19.92,18.46,1,19431,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,20.02,18.55,1,19472,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.26,1,19513,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,18.36,1,19553,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.82,18.26,1,19594,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.26,1,19634,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,18.16,1,19675,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.92,20.02,18.46,1,19716,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,20.02,18.65,1,19756,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.92,18.36,1,19796,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.82,18.36,1,19836,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.46,1,19877,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.36,1,19918,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.82,18.16,1,19958,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,19.92,18.55,1,19999,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.82,18.26,1,20040,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,19.92,18.55,1,20080,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.92,18.26,1,20121,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,18.07,1,20161,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.82,18.75,1,20202,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.92,19.73,18.55,1,20243,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,20.02,18.65,1,20283,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.34,19.92,19.82,18.65,1,20324,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.82,18.46,1,20364,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.82,18.26,1,20405,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.36,1,20446,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.26,1,20486,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.82,18.26,1,20527,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.36,1,20567,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.63,19.82,19.92,18.55,1,20608,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.92,19.82,18.16,1,20648,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.92,18.65,1,20688,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.73,18.36,1,20729,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.92,18.36,1,20769,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.92,19.92,18.36,1,20810,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.73,19.73,18.36,1,20851,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.92,18.85,1,20891,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.92,20.02,18.46,1,20932,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.92,18.46,1,20973,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.53,18.46,1,21013,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.55,1,21054,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.73,18.36,1,21094,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.16,1,21135,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.92,19.82,18.36,1,21176,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.92,18.36,1,21216,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.82,18.46,1,21257,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.92,18.65,1,21297,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.82,18.75,1,21338,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.92,19.73,18.55,1,21379,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.63,19.82,19.92,18.55,1,21419,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,20.02,19.92,18.75,1,21459,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.92,18.65,1,21499,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,18.46,1,21540,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.92,19.73,18.55,1,21581,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,19.73,18.16,1,21621,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.92,19.73,18.36,1,21662,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.82,18.65,1,21703,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,20.02,18.65,1,21743,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.34,19.82,19.92,18.55,1,21784,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,20.02,18.46,1,21824,,,,,,,,
,,,,,,,,,,,,,,
20.12,19.53,19.82,19.63,18.55,1,21865,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,18.46,1,21906,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.92,19.73,18.46,1,21946,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.73,19.82,19.92,18.36,1,21987,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.92,18.65,1,22027,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.82,20.02,18.65,1,22068,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,18.36,1,22109,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.63,19.82,20.02,18.55,1,22149,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.34,19.82,19.73,18.55,1,22190,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.92,18.75,1,22230,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.85,1,22270,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.46,1,22311,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.92,18.95,1,22351,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.46,1,22392,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.65,1,22432,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,20.02,18.46,1,22473,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,19.82,18.85,1,22514,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.43,19.73,19.92,18.95,1,22554,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.92,19.92,18.95,1,22595,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.43,19.82,19.73,18.46,1,22636,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.63,19.82,19.73,18.55,1,22676,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.92,18.85,1,22717,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,20.02,18.55,1,22757,,,,,,,,
,,,,,,,,,,,,,,
19.82,19.53,19.82,20.02,18.95,1,22798,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.43,19.82,19.82,18.65,1,22839,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.73,19.73,18.46,1,22879,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.73,18.75,1,22920,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.92,18.95,1,22960,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.53,19.82,19.73,18.75,1,23001,,,,,,,,
,,,,,,,,,,,,,,
20.02,19.53,19.82,20.02,18.36,1,23042,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,20.02,18.65,1,23081,,,,,,,,
,,,,,,,,,,,,,,
19.92,19.34,19.82,19.92,18.55,1,23122,,,,,,,,
