A1,A2,A3,A4,A5,heat,time,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,22.36,22.27,0,658712,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.8,22.07,22.27,0,658754,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.36,22.46,0,658795,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.36,22.46,0,658837,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,22.46,22.27,0,658878,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.46,22.27,0,658920,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.02,21,22.27,22.27,0,658962,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.19,22.36,22.36,0,659003,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,21,22.46,22.27,0,659045,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.36,22.36,0,659087,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.8,22.46,22.27,0,659128,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,659170,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.36,22.46,0,659211,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.46,0,659253,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,659295,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.27,22.27,0,659336,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,22.27,22.27,0,659378,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.9,22.27,22.27,0,659420,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.36,22.36,0,659461,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.36,22.36,0,659503,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.46,22.46,0,659544,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.36,22.27,0,659586,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.36,0,659628,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.36,0,659668,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,22.36,22.36,0,659710,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,21,22.27,22.27,0,659752,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.19,22.46,22.36,0,659793,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,22.17,22.27,0,659835,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.36,0,659876,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.46,0,659918,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.36,0,659960,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.17,22.36,0,660001,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.36,22.46,0,660043,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.36,22.46,0,660085,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,22.36,22.36,0,660126,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.9,22.27,22.36,0,660168,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.56,0,660209,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.09,22.27,22.46,0,660251,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,21,22.36,22.27,0,660293,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,22.27,22.36,0,660334,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.36,22.27,0,660376,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.46,22.46,0,660418,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.27,22.07,0,660459,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,20.9,22.27,22.27,0,660501,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.36,22.17,0,660542,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.27,22.36,0,660584,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.46,0,660626,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.36,22.27,0,660667,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,660709,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.36,22.27,0,660751,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.36,22.27,0,660792,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.36,0,660834,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.36,0,660875,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,660917,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.36,22.27,0,660959,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.12,21.09,22.27,22.17,0,661000,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.36,0,661042,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.09,22.27,22.36,0,661084,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,661125,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.12,21,22.36,22.27,0,661167,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,21,22.36,22.17,0,661208,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,20.8,22.17,22.27,0,661250,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21.09,22.27,22.27,0,661292,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,20.9,22.27,22.36,0,661332,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.27,22.27,0,661374,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.27,22.36,0,661416,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,20.8,22.27,22.27,0,661457,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.17,0,661499,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.21,21,22.27,22.36,0,661540,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21.09,22.27,22.27,0,661582,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,21,22.36,22.27,0,661624,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21.09,22.36,22.17,0,661665,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,20.8,22.17,22.36,0,661707,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,20.9,22.36,22.17,0,661749,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,661790,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,661832,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.27,22.46,0,661873,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21,22.36,22.27,0,661915,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,21,22.36,22.17,0,661957,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.21,21,22.36,22.27,0,661998,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,662040,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,662082,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.02,21,22.27,22.36,0,662123,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,20.9,22.27,22.36,0,662165,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,662206,,,,,,,,
,,,,,,,,,,,,,,
20.02,20.02,20.8,22.17,22.36,0,662248,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.36,0,662290,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,21.09,22.27,22.27,0,662331,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.9,22.17,22.27,0,662373,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.36,22.07,0,662415,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.17,22.17,0,662456,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.09,22.36,22.27,0,662498,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.12,20.9,22.27,22.27,0,662539,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.21,20.9,22.27,22.17,0,662581,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21,22.36,22.27,0,662623,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.668155,,,,,,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.36,22.27,0,668196,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.27,22.17,0,668238,,,,,,,,
,,,,,,,,,,,,,,
668113,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.27,22.27,0,668155,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.36,22.27,0,668196,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.27,22.17,0,668238,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,668280,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.36,22.36,0,668321,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,21.97,0,668363,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,668405,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.9,22.27,22.27,0,668446,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,22.17,22.27,0,668488,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.17,22.27,0,668529,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.27,0,668571,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,668613,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,668654,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.09,22.17,22.27,0,668696,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.09,22.27,22.27,0,668738,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.9,22.27,22.27,0,668779,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.17,22.17,0,668821,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.17,22.27,0,668862,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.36,22.27,0,668904,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21.09,22.27,22.27,0,668946,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,22.17,22.27,0,668987,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.27,22.17,0,669029,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.36,22.27,0,669071,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.17,0,669112,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.8,22.27,22.36,0,669154,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.17,0,669195,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,669237,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.27,0,669279,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.17,0,669320,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.17,0,669362,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.17,22.27,0,669404,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.27,22.27,0,669445,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.8,22.17,22.27,0,669487,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.36,22.27,0,669528,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.17,22.27,0,669570,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.17,22.36,0,669612,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.21,21,22.36,22.27,0,669652,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.19,22.27,22.17,0,669694,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.36,22.27,0,669736,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,21.97,0,669777,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.36,22.27,0,669819,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.17,0,669860,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.17,22.07,0,669902,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.09,22.27,22.27,0,669944,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.8,22.36,22.27,0,669985,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.27,22.17,0,670027,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.36,0,670069,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,670110,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.36,22.27,0,670152,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.07,22.27,0,670193,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.17,0,670235,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.19,22.27,22.17,0,670277,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.17,0,670318,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.17,0,670360,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.36,22.27,0,670402,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.46,22.27,0,670443,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.36,22.07,0,670485,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.07,0,670526,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.36,0,670568,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.17,0,670610,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.27,0,670651,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.27,22.17,0,670693,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,670735,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,670776,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.36,22.27,0,670818,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,670859,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.27,22.17,0,670901,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.36,22.17,0,670943,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,21,22.27,22.17,0,670984,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,671026,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,22.27,22.27,0,671068,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.27,22.27,0,671109,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,671151,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.17,22.27,0,671192,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.8,22.27,22.07,0,671234,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.27,0,671276,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.07,0,671316,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,22.27,22.27,0,671358,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,671400,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.36,22.27,0,671441,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21.09,22.27,22.17,0,671483,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,671524,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.17,22.17,0,671566,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.27,0,671608,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21,22.27,22.07,0,671649,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.27,0,671691,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,671733,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.27,0,671774,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.36,22.27,0,671816,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,22.36,22.27,0,671857,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,671899,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.17,0,671941,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.27,0,671982,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.07,0,672024,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.07,0,672066,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,22.27,21.97,0,672107,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,20.9,22.27,22.27,0,672149,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.36,22.27,0,672190,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.27,0,672232,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.02,20.8,22.27,22.27,0,672274,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.27,22.17,0,672315,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,22.27,22.07,0,672357,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21.09,22.27,22.27,0,672399,,,,,,,,
,,,,,,,,,,,,,,
20.12,20.31,21,22.27,22.17,0,672440,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.19,22.27,22.36,0,672482,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.46,22.17,0,672523,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.36,22.27,0,672565,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.36,22.27,0,672607,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.17,0,672648,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.27,22.27,0,672690,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,22.27,22.17,0,672732,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.36,22.36,0,672773,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.17,0,672815,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.27,22.27,0,672856,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.27,22.17,0,672898,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.46,22.27,0,672940,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.36,22.27,0,672980,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,22.36,22.27,0,673022,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,22.36,22.17,0,673064,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.27,22.07,0,673105,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.87,22.85,22.85,1,673147,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,21.78,21.48,1,673188,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.12,21.09,21.87,21.19,1,673230,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.8,21.87,21.48,1,673272,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.78,21.29,1,673313,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,22.07,21.19,1,673355,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,20.9,21.87,21.19,1,673397,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.02,21,22.07,21.09,1,673438,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,21.78,21.39,1,673480,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.07,21.19,1,673521,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.68,21,1,673563,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.68,21.58,1,673605,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.87,21.39,1,673646,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,21.87,21.19,1,673688,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,21.58,21.19,1,673730,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,21.87,21.48,1,673771,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,21.97,21.09,1,673813,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.41,21,21.87,21.39,1,673854,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.97,21.39,1,673896,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.87,21,1,673938,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.87,21.09,1,673979,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,22.07,21.39,1,674021,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,21.87,21.19,1,674063,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,21.87,21.39,1,674104,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.07,21.29,1,674146,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.87,21.58,1,674187,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,21.87,21.48,1,674229,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.97,21.39,1,674271,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.87,21.19,1,674312,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.97,21.19,1,674354,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.09,21.87,21.09,1,674396,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.97,21.39,1,674437,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.87,21.29,1,674479,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,21.97,21.19,1,674520,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,21.78,21.39,1,674562,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,21,21.97,20.9,1,674604,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21,21.87,21.19,1,674644,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.87,21.09,1,674686,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.07,21.19,1,674728,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,21.97,21.19,1,674769,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.8,21.97,21,1,674811,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.97,21.39,1,674852,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.21,21,21.78,21.39,1,674894,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.97,21.39,1,674936,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.87,21,1,674977,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,21.87,21.39,1,675019,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.78,21.48,1,675061,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.07,21.29,1,675102,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.09,21.78,21.39,1,675144,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,21.97,21.39,1,675185,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.87,21.48,1,675227,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.87,21.39,1,675269,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.78,21.19,1,675310,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.97,21.09,1,675352,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.8,21.97,21.48,1,675394,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,21.78,21.39,1,675435,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,21.97,21.29,1,675477,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,20.9,21.78,21.19,1,675518,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,20.9,21.97,21.09,1,675560,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.19,21.87,21.39,1,675602,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,21.78,21.39,1,675643,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21,21.97,21.39,1,675685,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,21.68,21.48,1,675727,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,21.68,21.39,1,675768,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,21.87,21.09,1,675810,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.78,21.48,1,675851,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,21.97,21.39,1,675893,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.12,20.9,21.97,21.19,1,675935,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21,21.68,21.39,1,675976,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,21.97,21.29,1,676018,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,21.87,21.39,1,676060,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21,21.97,21.48,1,676101,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.8,21.97,21.29,1,676143,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,20.9,21.87,21.29,1,676184,,,,,,,,
,,,,,,,,,,,,,,
20.21,20.31,21.09,21.87,21.29,1,676226,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,22.07,21.39,1,676268,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,20.9,21.78,21.39,1,676308,,,,,,,,
